Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits
El Ojo de Iberoamerica,2024,Via Publica,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Via Publica,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,PLATA,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru
El Ojo de Iberoamerica,2024,Via Publica,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,PLATA,
El Ojo de Iberoamerica,2024,Via Publica,Comida para Gusanos,VML Chile,Ministerio De Salud,Chile,PLATA,Prod Oriental Films Postprod Atomica Otras Empresas Clear Channel Pais Chile
El Ojo de Iberoamerica,2024,Via Publica,Tiny Billboards,Ogilvy Guatemala,Shell Guatemala,Guatemala,BRONCE,Prod Badalamenti Films - Alicante Films Realizador-a Pepe Badalamenti Pais Guatemala
El Ojo de Iberoamerica,2024,Via Publica,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Via Publica,El Fing Carro,Monks,Netflix Argentina,Argentina,ORO,Prod Corinthian Pais Argentina
El Ojo de Iberoamerica,2024,Via Publica,Nobody should die at XMAS,DoubleYou,Open Arms,Espana,BRONCE,Prod Blua Realizador-a Iker Iturria Prod Audio Sonido lastcrit Postprod Blua -Moonlight Otras Empresas Engine Agency Pais Espana
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,Via Publica,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,ORO,Prod MJZ Realizador-a Juan Cabral Prod Audio Sonido Big Sync Postprod Glassworks Otras Empresas Mindshare Otro Pais Espana
El Ojo de Iberoamerica,2024,Via Publica,Unrepeatable Billboards,MullenLowe Delta,Guitig,Ecuador,BRONCE,Prod Ramona Films Realizador-a Amilcar Machado Otras Empresas Right Angle Media RAM Pais Ecuador
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,Via Publica,Amazon Desert Rally,Africa Creative,Vivo,Brasil,BRONCE,Prod Genco Realizador-a Andre Vidigal Prod Audio Sonido Satellite Audio Otras Empresas Monkey Producoes Pais Brasil
El Ojo de Iberoamerica,2024,Via Publica,Tienda Segura,BETC HAVAS,TIM Brasil,Brasil,BRONCE,Prod Merci Studios Prod Audio Sonido Sonido Postprod PX Studio Otras Empresas Mulheres Positivas Pais Brasil
El Ojo de Iberoamerica,2024,Via Publica,Alto de la avena,DDB Colombia,Alpina,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido DC Producciones Otras Empresas TNC Colombia Pais Colombia
El Ojo de Iberoamerica,2024,Via Publica,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,PLATA,
El Ojo de Iberoamerica,2024,Via Publica,Shining lights,Alma DDB,Sharp Dentistry,Estados Unidos,BRONCE,
El Ojo de Iberoamerica,2024,Via Publica,Ovac10n,Mercado McCann,YPF,Argentina,BRONCE,Prod Asterisco Labs Postprod Asterisco Labs -Asterisco Labs Pais Argentina
El Ojo de Iberoamerica,2024,Via Publica,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,Via Publica,El Fing Carro,Monks,Netflix Argentina,Argentina,PLATA,Prod Corinthian Pais Argentina
El Ojo de Iberoamerica,2024,Via Publica,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Via Publica,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,BRONCE,
El Ojo de Iberoamerica,2024,Via Publica,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,BRONCE,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru
El Ojo de Iberoamerica,2024,Via Publica,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,GRAN OJO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Don t Mess with a Princess,Africa Creative,Vivo,Brasil,BRONCE,Realizador-a Rodrigo Ferrari Prod Audio Sonido Canja Otras Empresas WebCore -WOW Gaming Ventures -Pixel Hunters Fortnite -Rogue Unit Roblox Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Fan profesional,Africa Creative,Budweiser,Brasil,BRONCE,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Hauteam Couture,Africa Creative,Brahma,Brasil,BRONCE,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador-a Nixon Prod Audio Sonido Satelite Audio Postprod Guava Post Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Rock DNA,Almap BBDO,Billboard Brasil,Brasil,BRONCE,Prod Acaca Prod Audio Sonido Punch Audio Otras Empresas Giusti Creative PR -Mynd Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Digital Social,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,BRONCE,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Caras invisibles,Ogilvy Argentina,Unicef Argentina - Missing Children Argentina,Argentina,BRONCE,Prod Fight Films Realizador-a Adri Laham Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,ORO,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,ORO,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,BRONCE,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Clean Sponsorship,DM9,Consul,Brasil,BRONCE,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,This is not a game-,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Sociedad de la Nieve Que nos paso en la Montana,Jellyfish,Netflix Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Vanishing Emails,VML Peru,Amazon Web Services,Estados Unidos,PLATA,Prod Ladoble - SLALOM Otro Realizador-a Martin Donozo Postprod Facundo Junquet -Luis Staffolani -Cynthia Fuentes Otras Empresas SLALOM Otro Pais Estados Unidos
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,PLATA,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Digital Social,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,BRONCE,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,BRONCE,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,ORO,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,CampofrIA,This is Libre,Campofrio,Espana,PLATA,Prod Landia Realizador-a Maxi Blanco Prod Audio Sonido La Panaderia Postprod Metropolitana Otras Empresas Carat -Lasker -YouFirst -MRM Spain Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Identical Fans-,TBWAPeru,BCP,Peru,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Sin nieve no hay sociedad de Brother Escuela,Creatividad,Cambio climatico,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,BRONCE,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,50-50,Lew LaraTBWA,Camil,Brasil,BRONCE,Prod Audio Sonido Jamute Postprod Lew LaraTBWA Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,ORO,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico
El Ojo de Iberoamerica,2024,Digital Social,Lucky news,Paradais DDB,Ecuasal,Ecuador,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Domicilios con descuento,WILD FI Paraguay,TaDa Delivery,Paraguay,BRONCE,Prod Renovatio Realizador-a Pietro Scappini Postprod WILD FI Paraguay Pais Paraguay
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,GRAN OJO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Don t Mess with a Princess,Africa Creative,Vivo,Brasil,BRONCE,Realizador-a Rodrigo Ferrari Prod Audio Sonido Canja Otras Empresas WebCore -WOW Gaming Ventures -Pixel Hunters Fortnite -Rogue Unit Roblox Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Fan profesional,Africa Creative,Budweiser,Brasil,BRONCE,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Hauteam Couture,Africa Creative,Brahma,Brasil,BRONCE,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador-a Nixon Prod Audio Sonido Satelite Audio Postprod Guava Post Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Rock DNA,Almap BBDO,Billboard Brasil,Brasil,BRONCE,Prod Acaca Prod Audio Sonido Punch Audio Otras Empresas Giusti Creative PR -Mynd Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Digital Social,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,BRONCE,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Caras invisibles,Ogilvy Argentina,Unicef Argentina - Missing Children Argentina,Argentina,BRONCE,Prod Fight Films Realizador-a Adri Laham Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,ORO,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,ORO,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,BRONCE,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Clean Sponsorship,DM9,Consul,Brasil,BRONCE,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,This is not a game-,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Sociedad de la Nieve Que nos paso en la Montana,Jellyfish,Netflix Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Vanishing Emails,VML Peru,Amazon Web Services,Estados Unidos,PLATA,Prod Ladoble - SLALOM Otro Realizador-a Martin Donozo Postprod Facundo Junquet -Luis Staffolani -Cynthia Fuentes Otras Empresas SLALOM Otro Pais Estados Unidos
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,PLATA,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Digital Social,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,BRONCE,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,BRONCE,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,
